StationID,Latitude,Longitude,BikesAvailable,DocksAvailable,Total_Docks,Station_Occupancy
47f5b0d6-a2db-482c-9680-10759094c4a4,37.8312752,-122.2856333,21,2,23,91.3
5f13426c-73f2-4272-a498-f11ff007e8d3,37.8417999,-122.2515349,0,15,15,0.0
92045ce2-112c-4cd9-ae42-39aac4f43e86,37.8160598,-122.2782444,12,7,19,63.2
4fea6876-e80d-4a29-9966-820ac15cd3b4,37.8419238,-122.2880451,15,0,15,100.0
0d6a9101-5b40-4fdf-9315-e494af1baf7b,37.77415256430236,-122.21239820122716,5,14,19,26.3
c4c4484d-0e18-44d4-a992-c5d0550ba94d,37.72927865173028,-122.39289611577988,4,15,19,21.1
5ea1329c-9fe6-4c24-9de7-34967a9fa428,37.8409452,-122.2913604,13,6,19,68.4
4e704be5-b76d-44a5-8d05-a9ba3e5ae20e,37.31128394611736,-121.89632534980774,13,5,18,72.2
8941eac9-fb07-4d76-b623-fae2af79139e,37.35090179274617,-121.89584255218504,16,7,23,69.6
90f3a6f3-b34b-48fa-b162-d7fdffd9637f,37.7228179,-122.4472364,9,16,25,36.0
0fd9a51c-67ac-4048-b531-bff644b82f47,37.322124625448566,-121.88109040260316,12,11,23,52.2
40205ede-0c43-44ab-8c9c-0d8ecd9f854e,37.8628271,-122.2902305,0,2,2,0.0
2c7560e6-62c6-4403-8b97-8016471948b5,37.3322326,-121.9125165,20,3,23,87.0
9818c353-b93e-4775-b23c-d602913945ca,37.781722,-122.492844,8,14,22,36.4
d1e31ce1-f129-48e0-bfe9-ba2674ed2daa,37.866249,-122.2993708,23,0,23,100.0
57b62dd0-e022-47a7-ad7e-340fbe98188a,37.73017446887281,-122.43289589881896,11,7,18,61.1
790da352-5aaa-4bb9-8453-e8ec2f78c038,37.85022187449679,-122.26017236709596,2,9,11,18.2
dc464713-3263-40bd-a059-af2efd7a4b9a,37.3364659,-121.8766132,7,11,18,38.9
938f4dc0-e393-47e8-9449-3a82b2445662,37.36522655191025,-121.9168147444725,11,8,19,57.9
4d1990b2-f487-43be-b436-018ad73ab0dd,37.85557366182879,-122.2635653614998,9,10,19,47.4
91ab197f-ceb5-4dbe-b907-532afa8db43b,37.7732674,-122.472319,0,26,26,0.0
6b89ea9f-180b-4954-8eab-6cfeb2b66027,37.7851915,-122.2343822,14,1,15,93.3
dd34aaa2-dd91-4d83-9f92-e8a2f1cc2f93,37.765942,-122.449228,1,20,21,4.8
83f44c93-d153-49b3-a8af-a6b4a7ea85db,37.8467842,-122.2913761,11,8,19,57.9
